NM_MUNICIPIO,NR_TURNO,NR_SECAO,NM_LOCAL_VOTACAO,NR_LATITUDE,NR_LONGITUDE
ADAMANTINA,1,117,EMEF. PROFESSOR EURICO LEITE DE MORAES,-21.6593842,-51.0850649
DRACENA,1,36,EMEFI PROFA LUIZA ROSSA RIBEIRO,-21.4872018,-51.5460907
TUPÃ,1,102,EE. MAESTRO NELSON DE CASTRO,-21.9428371,-50.5225869
TUPÃ,1,39,EE. PROF. SEBASTIÃO TEIXEIRA PINTO,-21.9384359,-50.5053357
ADAMANTINA,1,32,EMEF. PROFESSORA TERUYO KIKUTA,-21.683468,-51.0678073
PARAPUÃ,1,59,EMEF PROFESSORA ZIZI PEREIRA DE SOUZA,-21.782315,-50.7888623
OSVALDO CRUZ,1,4,ETEC AMIM JUNDI,-21.7914906,-50.8765847
CÂNDIDO MOTA,1,22,EEPG. CLOTILDE DE CASTRO BARREIRA,-22.7473525,-50.3875546
DRACENA,1,60,ESCOLA TÉCNICA CEP/UME,-21.4858446,-51.5317264
DRACENA,1,67,EMEFI PROFA LUIZA ROSSA RIBEIRO,-21.4872018,-51.5460907
DRACENA,1,95,EE ENG ISAC PEREIRA GARCEZ,-21.4844021,-51.5313189
PARAPUÃ,1,32,EE DE PARAPUA,-21.778316,-50.7940589
RANCHARIA,1,60,EE. PROF. MARIO FIORANTE,-22.2301281,-50.9061034
TUPÃ,1,151,EE .PROF. IRENE RESINA MIGLIORUCCI,-21.9303421,-50.4944143
RANCHARIA,1,18,EM. DR. JULIO LUCANT,-22.2271764,-50.8917237
OSVALDO CRUZ,1,64,ETEC AMIM JUNDI,-21.7914906,-50.8765847
DRACENA,1,35,EE PROFA JULIETA GUEDES DE MENDONCA,-21.4935667,-51.5381708
TARUMÃ,1,135,E.M.E.F.E.I. JOSÉ OSÓRIO DE OLIVEIRA,-22.7481421,-50.5776579
OSVALDO CRUZ,1,103,EE PROFA MARIA APARECIDA LOPES,-21.7974634,-50.8955461
LUCÉLIA,1,27,EMEF ARGEMIRO DE ALMEIDA GONZAGA,-1.0,-1.0
TUPÃ,1,90,EE. LUIZ DE SOUZA LEÃO,-21.932653,-50.5022959
TARUMÃ,1,126,E.M.E.F.E.I. MARIA ANTONIA BENELLI,-22.7434933,-50.5728068
OSVALDO CRUZ,1,128,EE PROFA MARIA APARECIDA LOPES,-21.7974634,-50.8955461
LUCÉLIA,1,56,EMEF PROFA MARIA DO CARMO DE MENEZES MENDONCA,-1.0,-1.0
TARUMÃ,1,122,E.M.E.F.E.I. JOSÉ RODRIGUES DOS SANTOS,-22.7457483,-50.5841683
LUCÉLIA,1,52,EMEF PROF CARLOS BUENO,-1.0,-1.0
ADAMANTINA,1,5,FACULDADES  ADAMANTINENSES INTEGRADAS - CAMPUS I,-21.6856842,-51.0798299
RANCHARIA,1,32,EE. DR. BENEDITO MARTINS BARBOSA,-22.2263605,-50.8905838
ADAMANTINA,1,23,EE. HELEN KELLER,-21.6924798,-51.069082
CÂNDIDO MOTA,1,58,EE. DR. JOSÉ AUGUSTO DE CARVALHO,-22.7505989,-50.3863
CÂNDIDO MOTA,1,66,EEPG. CLOTILDE DE CASTRO BARREIRA,-22.7473525,-50.3875546
OSVALDO CRUZ,1,72,EE DOM BOSCO,-21.7964924,-50.8799394
OSVALDO CRUZ,1,3,ETEC AMIM JUNDI,-21.7914906,-50.8765847
RANCHARIA,1,96,EE. PROF. MARIO FIORANTE,-22.2301281,-50.9061034
RANCHARIA,1,38,EE. JOSÉ GIORGI,-22.2272722,-50.8834943
RANCHARIA,1,78,EE. PROF. MARIO FIORANTE,-22.2301281,-50.9061034
LUCÉLIA,1,80,EMEF PROF CARLOS BUENO,-1.0,-1.0
TARUMÃ,1,124,E.M.E.F.E.I. JOSÉ RODRIGUES DOS SANTOS,-22.7457483,-50.5841683
LUCÉLIA,1,44,EMEF PROF CARLOS BUENO,-1.0,-1.0
TUPÃ,1,46,EE. PROF. SEBASTIÃO TEIXEIRA PINTO,-21.9384359,-50.5053357
PARAPUÃ,1,123,EMEF PROFESSORA ZIZI PEREIRA DE SOUZA,-21.782315,-50.7888623
CÂNDIDO MOTA,1,42,EEPG. PROFA. OLGA BREVE ALVES,-22.7554255,-50.3717527
OSVALDO CRUZ,1,124,EE DOM BOSCO,-21.7964924,-50.8799394
OSVALDO CRUZ,1,78,SESI,-21.8008372,-50.8839758
ADAMANTINA,1,112,FACULDADES  ADAMANTINENSES INTEGRADAS - CAMPUS I,-21.6856842,-51.0798299
CÂNDIDO MOTA,1,36,EE. JOSÉ DOS SANTOS ALMEIDA,-22.7489986,-50.3837065
RANCHARIA,1,43,EE. JOSÉ GIORGI,-22.2272722,-50.8834943
RANCHARIA,1,54,EE. DOM ANTONIO JOSÉ DOS SANTOS,-22.2280026,-50.8917407
TUPÃ,1,20,EE. ÍNDIA VANUIRE,-21.9350893,-50.5169581
TUPÃ,1,8,EE. ÍNDIA VANUIRE,-21.9350893,-50.5169581
TUPÃ,1,49,EE. PROF. SEBASTIÃO TEIXEIRA PINTO,-21.9384359,-50.5053357
DRACENA,1,58,FACULDADE REGES,-21.5033029,-51.542601
DRACENA,1,25,EE 9 DE JULHO,-21.4897513,-51.5253035
LUCÉLIA,1,58,EMEI ADELITA FIRPO,-1.0,-1.0
TUPÃ,1,95,ETE. PROF.  MASSUYUKI KAWANO,-21.9388465,-50.5267171
DRACENA,1,101,FACULDADE REGES,-21.5033029,-51.542601
TUPÃ,1,106,EE. LUIZ DE SOUZA LEÃO,-21.932653,-50.5022959
CÂNDIDO MOTA,1,46,EE. DR. JOSÉ AUGUSTO DE CARVALHO,-22.7505989,-50.3863
ADAMANTINA,1,2,FACULDADES  ADAMANTINENSES INTEGRADAS - CAMPUS I,-21.6856842,-51.0798299
DRACENA,1,80,FADRA,-21.4863311,-51.5280478
LUCÉLIA,1,20,EMEF PROFA MARIA DO CARMO DE MENEZES MENDONCA,-1.0,-1.0
ADAMANTINA,1,37,EMEF. NAVARRO DE ANDRADE,-21.6891015,-51.0798656
RANCHARIA,1,94,E.M LÁZARA NOGUEIRA SEVERO LINS,-22.2279879,-50.9126736
ADAMANTINA,1,30,EMEF. PROFESSORA TERUYO KIKUTA,-21.683468,-51.0678073
PARAPUÃ,1,83,EMEF PROFESSORA ZIZI PEREIRA DE SOUZA,-21.782315,-50.7888623
TARUMÃ,1,133,E.M.E.F.E.I. JOSÉ OSÓRIO DE OLIVEIRA,-22.7481421,-50.5776579
OSVALDO CRUZ,1,26,COLÉGIO APOLO,-21.7991197,-50.8734154
TUPÃ,1,51,EE. PROF.  ANÍSIO CARNEIRO,-21.9260699,-50.5106997
TUPÃ,1,110,EE .PROF. IRENE RESINA MIGLIORUCCI,-21.9303421,-50.4944143
LUCÉLIA,1,22,EMEF.  PROFA SOLEDADE DOMINGUES IGLESIA,-1.0,-1.0
TUPÃ,1,25,EE. JOAQUIM ABARCA,-21.9249798,-50.5229554
DRACENA,1,98,EMEFI PROFA LUIZA ROSSA RIBEIRO,-21.4872018,-51.5460907
CÂNDIDO MOTA,1,5,EEPSG. RACHID JABUR,-22.7407859,-50.391589
TUPÃ,1,113,EMEIEF. ALTINO MARTINEZ,-21.9029839,-50.5974968
TUPÃ,1,146,EE. MAESTRO NELSON DE CASTRO,-21.9428371,-50.5225869
OSVALDO CRUZ,1,92,COLÉGIO APOLO,-21.7991197,-50.8734154
DRACENA,1,14,EE ENG ISAC PEREIRA GARCEZ,-21.4844021,-51.5313189
TUPÃ,1,84,EMEIEF. ALTINO MARTINEZ,-21.9029839,-50.5974968
OSVALDO CRUZ,1,20,EMEFI DOUTOR GETULIO VARGAS,-21.7999407,-50.8724599
TUPÃ,1,57,EE. PROF.  ANÍSIO CARNEIRO,-21.9260699,-50.5106997
CÂNDIDO MOTA,1,57,EM. HELENA PUPIM ALBANEZ,-22.7425495,-50.3907126
LUCÉLIA,1,14,EMEF.  PROFA SOLEDADE DOMINGUES IGLESIA,-1.0,-1.0
TUPÃ,1,47,EE. PROF. SEBASTIÃO TEIXEIRA PINTO,-21.9384359,-50.5053357
DRACENA,1,102,E.E ALFREDO MACHADO,-21.4906607,-51.5537528
CÂNDIDO MOTA,1,62,EM. HELENA PUPIM ALBANEZ,-22.7425495,-50.3907126
OSVALDO CRUZ,1,30,COLÉGIO APOLO,-21.7991197,-50.8734154
OSVALDO CRUZ,1,111,ETEC AMIM JUNDI,-21.7914906,-50.8765847
OSVALDO CRUZ,1,86,SESI,-21.8008372,-50.8839758
TARUMÃ,1,128,E.M.E.F.E.I. MARIA ANTONIA BENELLI,-22.7434933,-50.5728068
TUPÃ,1,79,EE. JOAQUIM ABARCA,-21.9249798,-50.5229554
PARAPUÃ,1,99,CRECHE ESCOLA PEQUENO PRÍNCIPE,-21.779962,-50.7855859
OSVALDO CRUZ,1,60,EE DOM BOSCO,-21.7964924,-50.8799394
OSVALDO CRUZ,1,19,EMEFI DOUTOR GETULIO VARGAS,-21.7999407,-50.8724599
PARAPUÃ,1,42,EMEF PROFESSORA ZIZI PEREIRA DE SOUZA,-21.782315,-50.7888623
OSVALDO CRUZ,1,17,EMEFI DOUTOR GETULIO VARGAS,-21.7999407,-50.8724599
DRACENA,1,22,FADRA,-21.4863311,-51.5280478
DRACENA,1,18,FADRA,-21.4863311,-51.5280478
DRACENA,1,15,EE ENG ISAC PEREIRA GARCEZ,-21.4844021,-51.5313189
TUPÃ,1,164,EMEF. PROF. JOÃO GERALDO IORI,-21.9319082,-50.4908439
ADAMANTINA,1,99,ETE PROFESSOR EUDÉCIO LUIZ VICENTE,-21.6780524,-51.0694713
RANCHARIA,1,93,E.M LÁZARA NOGUEIRA SEVERO LINS,-22.2279879,-50.9126736
OSVALDO CRUZ,1,29,COLÉGIO APOLO,-21.7991197,-50.8734154
RANCHARIA,1,152,E.M LÁZARA NOGUEIRA SEVERO LINS,-22.2279879,-50.9126736
DRACENA,1,45,EMEFI AMADOR FRANCO DA SILVEIRA,-21.5140562,-51.6167994
RANCHARIA,1,31,EE. DR. BENEDITO MARTINS BARBOSA,-22.2263605,-50.8905838
RANCHARIA,1,98,E.M LÁZARA NOGUEIRA SEVERO LINS,-22.2279879,-50.9126736
ADAMANTINA,1,29,EMEF. PROFESSORA TERUYO KIKUTA,-21.683468,-51.0678073
TUPÃ,1,96,EE. MAESTRO NELSON DE CASTRO,-21.9428371,-50.5225869
CÂNDIDO MOTA,1,34,EM. HELENA PUPIM ALBANEZ,-22.7425495,-50.3907126
ADAMANTINA,1,42,EMEF. NAVARRO DE ANDRADE,-21.6891015,-51.0798656
TUPÃ,1,150,EE .PROF. IRENE RESINA MIGLIORUCCI,-21.9303421,-50.4944143
TUPÃ,1,123,EE. MAESTRO NELSON DE CASTRO,-21.9428371,-50.5225869
DRACENA,1,21,FADRA,-21.4863311,-51.5280478
OSVALDO CRUZ,1,93,SESI,-21.8008372,-50.8839758
TUPÃ,1,29,EE. PROF. HELENA PAVANELLI PORTO,-21.9387273,-50.5131266
TUPÃ,1,127,EE .PROF. IRENE RESINA MIGLIORUCCI,-21.9303421,-50.4944143
TUPÃ,1,1,EE. ÍNDIA VANUIRE,-21.9350893,-50.5169581
CÂNDIDO MOTA,1,67,EMEI JOÃO E MARIA,-22.7547454,-50.3756714
ADAMANTINA,1,11,EE. PROFESSORA FLEURIDES CAVALLINI MENECHINO,-21.6930535,-51.0701944
RANCHARIA,1,53,EM. DONA MILOCA,-22.2309771,-50.8993541
OSVALDO CRUZ,1,90,SESI,-21.8008372,-50.8839758
PARAPUÃ,1,41,EMEF PROFESSORA ZIZI PEREIRA DE SOUZA,-21.782315,-50.7888623
TUPÃ,1,128,EMEF. GOVERNADOR MÁRIO COVAS,-21.9443228,-50.4919288
DRACENA,1,94,FACULDADE DE DRACENA - FAD/UNIESP,-1.0,-1.0
RANCHARIA,1,36,EM. DONA MILOCA,-22.2309771,-50.8993541
TARUMÃ,1,117,E.M.E.F.E.I. GILBERTO LEX,-22.7525683,-50.5773583
PARAPUÃ,1,31,EE DE PARAPUA,-21.778316,-50.7940589
DRACENA,1,38,EMEFI PROFA LUIZA ROSSA RIBEIRO,-21.4872018,-51.5460907
ADAMANTINA,1,79,EMEF. NAVARRO DE ANDRADE,-21.6891015,-51.0798656
LUCÉLIA,1,19,EMEF PROFA MARIA DO CARMO DE MENEZES MENDONCA,-1.0,-1.0
ADAMANTINA,1,40,EMEF. NAVARRO DE ANDRADE,-21.6891015,-51.0798656
CÂNDIDO MOTA,1,30,EM. HELENA PUPIM ALBANEZ,-22.7425495,-50.3907126
TUPÃ,1,5,EE. ÍNDIA VANUIRE,-21.9350893,-50.5169581
TUPÃ,1,61,EE. JOÃO BREDIKS,-22.0807268,-50.5385296
TUPÃ,1,132,EE. ÍNDIA VANUIRE,-21.9350893,-50.5169581
RANCHARIA,1,73,EE. PROF. MARIO FIORANTE,-22.2301281,-50.9061034
PARAPUÃ,1,38,EMEF PROFESSORA ZIZI PEREIRA DE SOUZA,-21.782315,-50.7888623
DRACENA,1,84,FADRA,-21.4863311,-51.5280478
TUPÃ,1,69,EE.  PROF. ESTHER VERIS CERPE,-21.9314332,-50.5213298
RANCHARIA,1,61,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS,-22.2279013,-50.8937046
RANCHARIA,1,67,EMEFEI. CARLOS BUENO DE TOLEDO,-22.6262523,-50.9066885
CÂNDIDO MOTA,1,39,EM. HELENA PUPIM ALBANEZ,-22.7425495,-50.3907126
CÂNDIDO MOTA,1,26,EEPG. ANTONIO FONTANA,-22.8420265,-50.5195326
ADAMANTINA,1,88,EMEF. NAVARRO DE ANDRADE,-21.6891015,-51.0798656
TUPÃ,1,68,EE.  PROF. ESTHER VERIS CERPE,-21.9314332,-50.5213298
TARUMÃ,1,137,E.M.E.F.E.I. JOSÉ OSÓRIO DE OLIVEIRA,-22.7481421,-50.5776579
TUPÃ,1,40,EE. PROF. SEBASTIÃO TEIXEIRA PINTO,-21.9384359,-50.5053357
ADAMANTINA,1,95,EE. PROFESSORA FLEURIDES CAVALLINI MENECHINO,-21.6930535,-51.0701944
TUPÃ,1,100,ETE. PROF.  MASSUYUKI KAWANO,-21.9388465,-50.5267171
LUCÉLIA,1,66,EMEF PROF CARLOS BUENO,-1.0,-1.0
ADAMANTINA,1,107,ETE PROFESSOR EUDÉCIO LUIZ VICENTE,-21.6780524,-51.0694713
RANCHARIA,1,151,EE. PROF. MARIO FIORANTE,-22.2301281,-50.9061034
TARUMÃ,1,141,EE. VILA DO LAGO,-22.7519583,-50.5785583
OSVALDO CRUZ,1,25,COLÉGIO APOLO,-21.7991197,-50.8734154
DRACENA,1,70,COLÉGIO DASK,-21.4898718,-51.5223318
RANCHARIA,1,62,EE. DOM ANTONIO JOSÉ DOS SANTOS,-22.2280026,-50.8917407
LUCÉLIA,1,31,EMEF PROFA MARIA DO CARMO DE MENEZES MENDONCA,-1.0,-1.0
TUPÃ,1,87,EE. JOAQUIM ABARCA,-21.9249798,-50.5229554
TUPÃ,1,26,EE. JOAQUIM ABARCA,-21.9249798,-50.5229554
TUPÃ,1,122,EMEF. GOVERNADOR MÁRIO COVAS,-21.9443228,-50.4919288
OSVALDO CRUZ,1,21,EMEFI DOUTOR GETULIO VARGAS,-21.7999407,-50.8724599
TUPÃ,1,177,EMEF. PROF. ODINIR MAGNANI,-21.9215103,-50.5308818
LUCÉLIA,1,15,EMEF.  PROFA SOLEDADE DOMINGUES IGLESIA,-1.0,-1.0
LUCÉLIA,1,10,EE JOSE FIRPO,-1.0,-1.0
DRACENA,1,1,EMEFI JOAO VENDRAMINI,-21.4832305,-51.5344182
RANCHARIA,1,89,EE. JOSÉ GIORGI,-22.2272722,-50.8834943
ADAMANTINA,1,67,EE. PROFESSORA FLEURIDES CAVALLINI MENECHINO,-21.6930535,-51.0701944
ADAMANTINA,1,21,EE. HELEN KELLER,-21.6924798,-51.069082
ADAMANTINA,1,31,EMEF. PROFESSORA TERUYO KIKUTA,-21.683468,-51.0678073
CÂNDIDO MOTA,1,40,EEPG. PROFA. OLGA BREVE ALVES,-22.7554255,-50.3717527
OSVALDO CRUZ,1,126,SESI,-21.8008372,-50.8839758
CÂNDIDO MOTA,1,25,EEPG. CLOTILDE DE CASTRO BARREIRA,-22.7473525,-50.3875546
CÂNDIDO MOTA,1,31,EM. HELENA PUPIM ALBANEZ,-22.7425495,-50.3907126
DRACENA,1,91,COLÉGIO DASK,-21.4898718,-51.5223318
TUPÃ,1,2,EE. ÍNDIA VANUIRE,-21.9350893,-50.5169581
DRACENA,1,96,ESCOLA TÉCNICA CEP/UME,-21.4858446,-51.5317264
TUPÃ,1,18,EE. DR. LÉLIO TOLEDO  PIZA E ALMEIDA,-21.9385669,-50.5163101
CÂNDIDO MOTA,1,71,EMEI JOÃO E MARIA,-22.7547454,-50.3756714
OSVALDO CRUZ,1,113,EE PROFA MARIA APARECIDA LOPES,-21.7974634,-50.8955461
LUCÉLIA,1,12,EE JOSE FIRPO,-1.0,-1.0
PARAPUÃ,1,35,EE DE PARAPUA,-21.778316,-50.7940589
TUPÃ,1,112,ETE. PROF.  MASSUYUKI KAWANO,-21.9388465,-50.5267171
TUPÃ,1,133,EE. PROF. SEBASTIÃO TEIXEIRA PINTO,-21.9384359,-50.5053357
TUPÃ,1,108,EE. MAESTRO NELSON DE CASTRO,-21.9428371,-50.5225869
TUPÃ,1,116,EE. MAESTRO NELSON DE CASTRO,-21.9428371,-50.5225869
TUPÃ,1,161,EMEF. GOVERNADOR MÁRIO COVAS,-21.9443228,-50.4919288
OSVALDO CRUZ,1,105,EE PROFA MARIA APARECIDA LOPES,-21.7974634,-50.8955461
OSVALDO CRUZ,1,63,EE DOM BOSCO,-21.7964924,-50.8799394
CÂNDIDO MOTA,1,2,EEPSG. RACHID JABUR,-22.7407859,-50.391589
CÂNDIDO MOTA,1,10,EE. JOSÉ DOS SANTOS ALMEIDA,-22.7489986,-50.3837065
CÂNDIDO MOTA,1,47,EEPG. PROFA. OLGA BREVE ALVES,-22.7554255,-50.3717527
TUPÃ,1,92,EE. LUIZ DE SOUZA LEÃO,-21.932653,-50.5022959
DRACENA,1,16,FADRA,-21.4863311,-51.5280478
DRACENA,1,37,EMEFI PROFA LUIZA ROSSA RIBEIRO,-21.4872018,-51.5460907
OSVALDO CRUZ,1,9,ETEC AMIM JUNDI,-21.7914906,-50.8765847
DRACENA,1,43,EMEFI PROF SERGIO LIBERATTI,-21.5937486,-51.5878479
CÂNDIDO MOTA,1,74,EM. HELENA PUPIM ALBANEZ,-22.7425495,-50.3907126
DRACENA,1,93,FADRA,-21.4863311,-51.5280478
RANCHARIA,1,66,EE. PROF. MARIO FIORANTE,-22.2301281,-50.9061034
ADAMANTINA,1,24,EE. PROFESSOR DURVALINO GRION,-21.6785734,-51.0768388
ADAMANTINA,1,20,EE. HELEN KELLER,-21.6924798,-51.069082
ADAMANTINA,1,100,EE. HELEN KELLER,-21.6924798,-51.069082
TARUMÃ,1,120,E.M.E.F.E.I. JOSÉ RODRIGUES DOS SANTOS,-22.7457483,-50.5841683
DRACENA,1,44,EMEFI AMADOR FRANCO DA SILVEIRA,-21.5140562,-51.6167994
ADAMANTINA,1,68,EE. HELEN KELLER,-21.6924798,-51.069082
ADAMANTINA,1,6,FACULDADES  ADAMANTINENSES INTEGRADAS - CAMPUS I,-21.6856842,-51.0798299
TUPÃ,1,33,EE. PROF. HELENA PAVANELLI PORTO,-21.9387273,-50.5131266
DRACENA,1,54,FACULDADE REGES,-21.5033029,-51.542601
CÂNDIDO MOTA,1,21,EEPG. CLOTILDE DE CASTRO BARREIRA,-22.7473525,-50.3875546
CÂNDIDO MOTA,1,12,EE. JOSÉ DOS SANTOS ALMEIDA,-22.7489986,-50.3837065
CÂNDIDO MOTA,1,7,EEPSG. RACHID JABUR,-22.7407859,-50.391589
CÂNDIDO MOTA,1,14,EE. JOSÉ DOS SANTOS ALMEIDA,-22.7489986,-50.3837065
OSVALDO CRUZ,1,112,EE PROFA MARIA APARECIDA LOPES,-21.7974634,-50.8955461
RANCHARIA,1,97,EE. JOSÉ GIORGI,-22.2272722,-50.8834943
DRACENA,1,11,EE ENG ISAC PEREIRA GARCEZ,-21.4844021,-51.5313189
PARAPUÃ,1,77,EE DE PARAPUA,-21.778316,-50.7940589
RANCHARIA,1,21,EE. DOM ANTONIO JOSÉ DOS SANTOS,-22.2280026,-50.8917407
CÂNDIDO MOTA,1,70,EMEI JOÃO E MARIA,-22.7547454,-50.3756714
TUPÃ,1,43,EE. PROF. SEBASTIÃO TEIXEIRA PINTO,-21.9384359,-50.5053357
RANCHARIA,1,79,EE. DOM ANTONIO JOSÉ DOS SANTOS,-22.2280026,-50.8917407
RANCHARIA,1,15,EM. DR. JULIO LUCANT,-22.2271764,-50.8917237
RANCHARIA,1,85,EM. DONA MILOCA,-22.2309771,-50.8993541
CÂNDIDO MOTA,1,72,EPG. AGRUPADA,-22.6979581,-50.2908549
RANCHARIA,1,19,EM. DR. JULIO LUCANT,-22.2271764,-50.8917237
RANCHARIA,1,72,EM. LUIZ DORINI,-22.2302582,-50.8758251
ADAMANTINA,1,110,ETE PROFESSOR EUDÉCIO LUIZ VICENTE,-21.6780524,-51.0694713
TUPÃ,1,181,EE. LUIZ DE SOUZA LEÃO,-21.932653,-50.5022959
PARAPUÃ,1,37,EMEF PROFESSORA ZIZI PEREIRA DE SOUZA,-21.782315,-50.7888623
OSVALDO CRUZ,1,10,ETEC AMIM JUNDI,-21.7914906,-50.8765847
CÂNDIDO MOTA,1,61,EEPSG. RACHID JABUR,-22.7407859,-50.391589
