NM_MUNICIPIO,NR_TURNO,NR_SECAO,NM_LOCAL_VOTACAO,NR_LATITUDE,NR_LONGITUDE
PARAPUÃ,1,101,CRECHE ESCOLA PEQUENO PRÍNCIPE,-21.779962,-50.7855859
TUPÃ,1,115,EE .PROF. IRENE RESINA MIGLIORUCCI,-21.9303421,-50.4944143
OSVALDO CRUZ,1,127,SESI,-21.8008372,-50.8839758
TUPÃ,1,50,EE. PROF.  ANÍSIO CARNEIRO,-21.9260699,-50.5106997
RANCHARIA,1,26,EE. DOM ANTONIO JOSÉ DOS SANTOS,-22.2280026,-50.8917407
RANCHARIA,1,35,EM. DONA MILOCA,-22.2309771,-50.8993541
CÂNDIDO MOTA,1,9,EE. JOSÉ DOS SANTOS ALMEIDA,-22.7489986,-50.3837065
ADAMANTINA,1,3,FACULDADES  ADAMANTINENSES INTEGRADAS - CAMPUS I,-21.6856842,-51.0798299
CÂNDIDO MOTA,1,4,EEPSG. RACHID JABUR,-22.7407859,-50.391589
CÂNDIDO MOTA,1,23,EEPG. CLOTILDE DE CASTRO BARREIRA,-22.7473525,-50.3875546
CÂNDIDO MOTA,1,69,EM. HELENA PUPIM ALBANEZ,-22.7425495,-50.3907126
CÂNDIDO MOTA,1,8,EEPSG. RACHID JABUR,-22.7407859,-50.391589
CÂNDIDO MOTA,1,32,EPG. AGRUPADA,-22.6979581,-50.2908549
TUPÃ,1,131,EE .PROF. IRENE RESINA MIGLIORUCCI,-21.9303421,-50.4944143
TUPÃ,1,176,EMEF. PROF. ODINIR MAGNANI,-21.9215103,-50.5308818
TUPÃ,1,54,EE. PROF.  ANÍSIO CARNEIRO,-21.9260699,-50.5106997
OSVALDO CRUZ,1,68,EE DOM BOSCO,-21.7964924,-50.8799394
TARUMÃ,1,125,E.M.E.F.E.I. JOSÉ RODRIGUES DOS SANTOS,-22.7457483,-50.5841683
LUCÉLIA,1,42,EE JOSE FIRPO,-1.0,-1.0
DRACENA,1,106,EE ENG ISAC PEREIRA GARCEZ,-21.4844021,-51.5313189
DRACENA,1,2,EMEFI JOAO VENDRAMINI,-21.4832305,-51.5344182
DRACENA,1,27,EE 9 DE JULHO,-21.4897513,-51.5253035
DRACENA,1,41,EMEFI PROFA LUIZA ROSSA RIBEIRO,-21.4872018,-51.5460907
ADAMANTINA,1,35,EMEF. PROFESSORA TERUYO KIKUTA,-21.683468,-51.0678073
ADAMANTINA,1,97,EMEF. PROFESSOR EURICO LEITE DE MORAES,-21.6593842,-51.0850649
RANCHARIA,1,63,EM. DR. JULIO LUCANT,-22.2271764,-50.8917237
DRACENA,1,87,EE PROFA JULIETA GUEDES DE MENDONCA,-21.4935667,-51.5381708
TARUMÃ,1,131,E.M.E.F.E.I. JOSÉ OSÓRIO DE OLIVEIRA,-22.7481421,-50.5776579
LUCÉLIA,1,46,EMEF.  PROFA SOLEDADE DOMINGUES IGLESIA,-1.0,-1.0
TUPÃ,1,55,EE. PROF.  ANÍSIO CARNEIRO,-21.9260699,-50.5106997
OSVALDO CRUZ,1,116,EMEFI DOUTOR GETULIO VARGAS,-21.7999407,-50.8724599
ADAMANTINA,1,10,EE. PROFESSORA FLEURIDES CAVALLINI MENECHINO,-21.6930535,-51.0701944
LUCÉLIA,1,17,EMEF PROFA MARIA DO CARMO DE MENEZES MENDONCA,-1.0,-1.0
ADAMANTINA,1,22,EE. HELEN KELLER,-21.6924798,-51.069082
OSVALDO CRUZ,1,56,COLÉGIO APOLO,-21.7991197,-50.8734154
TUPÃ,1,135,EE. DR. LÉLIO TOLEDO  PIZA E ALMEIDA,-21.9385669,-50.5163101
CÂNDIDO MOTA,1,27,EEPG. ANTONIO FONTANA,-22.8420265,-50.5195326
CÂNDIDO MOTA,1,59,EM. HELENA PUPIM ALBANEZ,-22.7425495,-50.3907126
CÂNDIDO MOTA,1,56,EEPG. PROFA. OLGA BREVE ALVES,-22.7554255,-50.3717527
CÂNDIDO MOTA,1,75,ETEC PROF. LUIZ PIRES BARBOSA,-22.7429184,-50.374665
ADAMANTINA,1,93,EMEF. NAVARRO DE ANDRADE,-21.6891015,-51.0798656
OSVALDO CRUZ,1,27,COLÉGIO APOLO,-21.7991197,-50.8734154
ADAMANTINA,1,119,FACULDADES  ADAMANTINENSES INTEGRADAS - CAMPUS I,-21.6856842,-51.0798299
TUPÃ,1,41,EE. PROF. SEBASTIÃO TEIXEIRA PINTO,-21.9384359,-50.5053357
DRACENA,1,107,EMEFI PROFA LUIZA ROSSA RIBEIRO,-21.4872018,-51.5460907
RANCHARIA,1,20,EM. DR. JULIO LUCANT,-22.2271764,-50.8917237
TUPÃ,1,109,EE. LUIZ DE SOUZA LEÃO,-21.932653,-50.5022959
CÂNDIDO MOTA,1,50,EE. DR. JOSÉ AUGUSTO DE CARVALHO,-22.7505989,-50.3863
CÂNDIDO MOTA,1,52,EE. JOSÉ DOS SANTOS ALMEIDA,-22.7489986,-50.3837065
ADAMANTINA,1,103,EMEF. NAVARRO DE ANDRADE,-21.6891015,-51.0798656
CÂNDIDO MOTA,1,37,EEPG. PROFA. OLGA BREVE ALVES,-22.7554255,-50.3717527
OSVALDO CRUZ,1,108,ETEC AMIM JUNDI,-21.7914906,-50.8765847
OSVALDO CRUZ,1,62,ETEC AMIM JUNDI,-21.7914906,-50.8765847
OSVALDO CRUZ,1,55,COLÉGIO APOLO,-21.7991197,-50.8734154
DRACENA,1,97,FACULDADE REGES,-21.5033029,-51.542601
TUPÃ,1,98,EE. LUIZ DE SOUZA LEÃO,-21.932653,-50.5022959
LUCÉLIA,1,41,EMEF.  PROFA SOLEDADE DOMINGUES IGLESIA,-1.0,-1.0
TUPÃ,1,182,ETE. PROF.  MASSUYUKI KAWANO,-21.9388465,-50.5267171
CÂNDIDO MOTA,1,53,EE. DR. JOSÉ AUGUSTO DE CARVALHO,-22.7505989,-50.3863
LUCÉLIA,1,8,EE JOSE FIRPO,-1.0,-1.0
TARUMÃ,1,121,E.M.E.F.E.I. JOSÉ RODRIGUES DOS SANTOS,-22.7457483,-50.5841683
TUPÃ,1,107,ETE. PROF.  MASSUYUKI KAWANO,-21.9388465,-50.5267171
ADAMANTINA,1,78,EE. PROFESSORA FLEURIDES CAVALLINI MENECHINO,-21.6930535,-51.0701944
PARAPUÃ,1,119,EE DE PARAPUA,-21.778316,-50.7940589
ADAMANTINA,1,91,EMEF. PROFESSOR EURICO LEITE DE MORAES,-21.6593842,-51.0850649
RANCHARIA,1,92,EE. JOÃO PEREZ SANTOS,-22.5322111,-50.9114426
ADAMANTINA,1,13,EE. PROFESSORA FLEURIDES CAVALLINI MENECHINO,-21.6930535,-51.0701944
LUCÉLIA,1,38,EMEF ARGEMIRO DE ALMEIDA GONZAGA,-1.0,-1.0
ADAMANTINA,1,71,FACULDADES  ADAMANTINENSES INTEGRADAS - CAMPUS I,-21.6856842,-51.0798299
TUPÃ,1,7,EE. ÍNDIA VANUIRE,-21.9350893,-50.5169581
TUPÃ,1,103,ETE. PROF.  MASSUYUKI KAWANO,-21.9388465,-50.5267171
ADAMANTINA,1,72,FACULDADES  ADAMANTINENSES INTEGRADAS - CAMPUS I,-21.6856842,-51.0798299
TUPÃ,1,175,EMEF. PROF. ODINIR MAGNANI,-21.9215103,-50.5308818
OSVALDO CRUZ,1,23,EE DOM BOSCO,-21.7964924,-50.8799394
LUCÉLIA,1,48,EE JOSE FIRPO,-1.0,-1.0
OSVALDO CRUZ,1,15,ETEC AMIM JUNDI,-21.7914906,-50.8765847
LUCÉLIA,1,6,EE JOSE FIRPO,-1.0,-1.0
TUPÃ,1,111,EMEF. PROF. JOÃO GERALDO IORI,-21.9319082,-50.4908439
DRACENA,1,83,EE PROFA JULIETA GUEDES DE MENDONCA,-21.4935667,-51.5381708
OSVALDO CRUZ,1,8,ETEC AMIM JUNDI,-21.7914906,-50.8765847
LUCÉLIA,1,57,EMEF.  PROFA SOLEDADE DOMINGUES IGLESIA,-1.0,-1.0
OSVALDO CRUZ,1,13,ETEC AMIM JUNDI,-21.7914906,-50.8765847
ADAMANTINA,1,96,EE. PROFESSOR DURVALINO GRION,-21.6785734,-51.0768388
LUCÉLIA,1,39,EMEF.  PROFA SOLEDADE DOMINGUES IGLESIA,-1.0,-1.0
OSVALDO CRUZ,1,76,ETEC AMIM JUNDI,-21.7914906,-50.8765847
DRACENA,1,109,COLÉGIO DASK,-21.4898718,-51.5223318
LUCÉLIA,1,9,EE JOSE FIRPO,-1.0,-1.0
TUPÃ,1,73,EE. JOAQUIM ABARCA,-21.9249798,-50.5229554
OSVALDO CRUZ,1,75,EE DOM BOSCO,-21.7964924,-50.8799394
RANCHARIA,1,30,EE. DR. BENEDITO MARTINS BARBOSA,-22.2263605,-50.8905838
DRACENA,1,28,EE 9 DE JULHO,-21.4897513,-51.5253035
RANCHARIA,1,81,EE. DOM ANTONIO JOSÉ DOS SANTOS,-22.2280026,-50.8917407
OSVALDO CRUZ,1,109,EE PROFA MARIA APARECIDA LOPES,-21.7974634,-50.8955461
CÂNDIDO MOTA,1,20,EEPG. CLOTILDE DE CASTRO BARREIRA,-22.7473525,-50.3875546
LUCÉLIA,1,30,EMEF.  PROFA SOLEDADE DOMINGUES IGLESIA,-1.0,-1.0
ADAMANTINA,1,92,EE. HELEN KELLER,-21.6924798,-51.069082
TARUMÃ,1,134,E.M.E.F.E.I. JOSÉ OSÓRIO DE OLIVEIRA,-22.7481421,-50.5776579
TUPÃ,1,77,EE. JOAQUIM ABARCA,-21.9249798,-50.5229554
TUPÃ,1,187,EMEIEF PROF. THIAGO ALVES DA SILVA LEANDRO,-21.9228488,-50.4939619
TUPÃ,1,183,EE. LUIZ DE SOUZA LEÃO,-21.932653,-50.5022959
DRACENA,1,8,EE ENG ISAC PEREIRA GARCEZ,-21.4844021,-51.5313189
OSVALDO CRUZ,1,120,SESI,-21.8008372,-50.8839758
ADAMANTINA,1,25,EE. PROFESSOR DURVALINO GRION,-21.6785734,-51.0768388
CÂNDIDO MOTA,1,44,EE. DR. JOSÉ AUGUSTO DE CARVALHO,-22.7505989,-50.3863
ADAMANTINA,1,76,EE. PROFESSOR DURVALINO GRION,-21.6785734,-51.0768388
DRACENA,1,104,EE PROFA JULIETA GUEDES DE MENDONCA,-21.4935667,-51.5381708
DRACENA,1,68,EE 9 DE JULHO,-21.4897513,-51.5253035
LUCÉLIA,1,26,EMEF ARGEMIRO DE ALMEIDA GONZAGA,-1.0,-1.0
ADAMANTINA,1,19,EE. HELEN KELLER,-21.6924798,-51.069082
ADAMANTINA,1,28,EE. PROFESSOR DURVALINO GRION,-21.6785734,-51.0768388
DRACENA,1,72,E.E ALFREDO MACHADO,-21.4906607,-51.5537528
OSVALDO CRUZ,1,22,EE DOM BOSCO,-21.7964924,-50.8799394
ADAMANTINA,1,33,EMEF. PROFESSORA TERUYO KIKUTA,-21.683468,-51.0678073
CÂNDIDO MOTA,1,15,EE. JOSÉ DOS SANTOS ALMEIDA,-22.7489986,-50.3837065
RANCHARIA,1,95,EM. DONA MILOCA,-22.2309771,-50.8993541
LUCÉLIA,1,13,EMEF.  PROFA SOLEDADE DOMINGUES IGLESIA,-1.0,-1.0
TUPÃ,1,71,EE.  PROF. ESTHER VERIS CERPE,-21.9314332,-50.5213298
ADAMANTINA,1,104,EE. PROFESSORA FLEURIDES CAVALLINI MENECHINO,-21.6930535,-51.0701944
DRACENA,1,103,E.E ALFREDO MACHADO,-21.4906607,-51.5537528
LUCÉLIA,1,11,EE JOSE FIRPO,-1.0,-1.0
LUCÉLIA,1,54,EMEF ARGEMIRO DE ALMEIDA GONZAGA,-1.0,-1.0
TARUMÃ,1,130,E.M.E.F.E.I. MARIA ANTONIA BENELLI,-22.7434933,-50.5728068
ADAMANTINA,1,7,EE. PROFESSORA FLEURIDES CAVALLINI MENECHINO,-21.6930535,-51.0701944
ADAMANTINA,1,118,ETE PROFESSOR EUDÉCIO LUIZ VICENTE,-21.6780524,-51.0694713
TUPÃ,1,86,EE. JOAQUIM ABARCA,-21.9249798,-50.5229554
TUPÃ,1,157,EE .PROF. IRENE RESINA MIGLIORUCCI,-21.9303421,-50.4944143
TARUMÃ,1,210,EE. VILA DO LAGO,-22.7519583,-50.5785583
OSVALDO CRUZ,1,88,EMEFI DOUTOR GETULIO VARGAS,-21.7999407,-50.8724599
TUPÃ,1,75,EE. JOAQUIM ABARCA,-21.9249798,-50.5229554
TUPÃ,1,160,EMEF. GOVERNADOR MÁRIO COVAS,-21.9443228,-50.4919288
PARAPUÃ,1,89,EE DE PARAPUA,-21.778316,-50.7940589
TUPÃ,1,52,EE. PROF.  ANÍSIO CARNEIRO,-21.9260699,-50.5106997
TUPÃ,1,153,EE .PROF. IRENE RESINA MIGLIORUCCI,-21.9303421,-50.4944143
TUPÃ,1,62,EE. JOÃO BREDIKS,-22.0807268,-50.5385296
TUPÃ,1,93,EE. DR. LÉLIO TOLEDO  PIZA E ALMEIDA,-21.9385669,-50.5163101
TUPÃ,1,185,EMEF. PROF. ODINIR MAGNANI,-21.9215103,-50.5308818
DRACENA,1,92,FACULDADE REGES,-21.5033029,-51.542601
ADAMANTINA,1,111,EMEF. PROFESSOR EURICO LEITE DE MORAES,-21.6593842,-51.0850649
TUPÃ,1,88,EE. ÍNDIA VANUIRE,-21.9350893,-50.5169581
DRACENA,1,30,EE PROFA JULIETA GUEDES DE MENDONCA,-21.4935667,-51.5381708
TUPÃ,1,101,EE. LUIZ DE SOUZA LEÃO,-21.932653,-50.5022959
TUPÃ,1,142,EE. DR. LÉLIO TOLEDO  PIZA E ALMEIDA,-21.9385669,-50.5163101
TUPÃ,1,72,EE.  PROF. ESTHER VERIS CERPE,-21.9314332,-50.5213298
TUPÃ,1,3,EE. ÍNDIA VANUIRE,-21.9350893,-50.5169581
TUPÃ,1,24,EE. JOAQUIM ABARCA,-21.9249798,-50.5229554
DRACENA,1,6,FACULDADE DE DRACENA - FAD/UNIESP,-1.0,-1.0
RANCHARIA,1,51,EE. DR. BENEDITO MARTINS BARBOSA,-22.2263605,-50.8905838
RANCHARIA,1,77,EM. LUIZ DORINI,-22.2302582,-50.8758251
CÂNDIDO MOTA,1,11,EE. JOSÉ DOS SANTOS ALMEIDA,-22.7489986,-50.3837065
OSVALDO CRUZ,1,18,EMEFI DOUTOR GETULIO VARGAS,-21.7999407,-50.8724599
CÂNDIDO MOTA,1,41,EEPG. PROFA. OLGA BREVE ALVES,-22.7554255,-50.3717527
ADAMANTINA,1,80,EMEF. PROFESSORA TERUYO KIKUTA,-21.683468,-51.0678073
ADAMANTINA,1,94,EMEF. PROFESSORA TERUYO KIKUTA,-21.683468,-51.0678073
DRACENA,1,89,FADRA,-21.4863311,-51.5280478
DRACENA,1,71,FADRA,-21.4863311,-51.5280478
DRACENA,1,82,ESCOLA TÉCNICA CEP/UME,-21.4858446,-51.5317264
CÂNDIDO MOTA,1,3,EEPSG. RACHID JABUR,-22.7407859,-50.391589
CÂNDIDO MOTA,1,76,EMEI JOÃO E MARIA,-22.7547454,-50.3756714
RANCHARIA,1,90,EE. PROF. MARIO FIORANTE,-22.2301281,-50.9061034
OSVALDO CRUZ,1,12,ETEC AMIM JUNDI,-21.7914906,-50.8765847
TUPÃ,1,14,EE. DR. LÉLIO TOLEDO  PIZA E ALMEIDA,-21.9385669,-50.5163101
CÂNDIDO MOTA,1,38,EEPG. ANTONIO FONTANA,-22.8420265,-50.5195326
RANCHARIA,1,24,EE. DOM ANTONIO JOSÉ DOS SANTOS,-22.2280026,-50.8917407
OSVALDO CRUZ,1,73,EMEFI DOUTOR GETULIO VARGAS,-21.7999407,-50.8724599
ADAMANTINA,1,9,EE. PROFESSORA FLEURIDES CAVALLINI MENECHINO,-21.6930535,-51.0701944
TARUMÃ,1,140,EE. VILA DO LAGO,-22.7519583,-50.5785583
OSVALDO CRUZ,1,81,SESI,-21.8008372,-50.8839758
CÂNDIDO MOTA,1,48,EE. DR. JOSÉ AUGUSTO DE CARVALHO,-22.7505989,-50.3863
RANCHARIA,1,91,EE. DR. BENEDITO MARTINS BARBOSA,-22.2263605,-50.8905838
TARUMÃ,1,116,E.M.E.F.E.I. GILBERTO LEX,-22.7525683,-50.5773583
RANCHARIA,1,100,EM. LUIZ DORINI,-22.2302582,-50.8758251
CÂNDIDO MOTA,1,43,EE. DR. JOSÉ AUGUSTO DE CARVALHO,-22.7505989,-50.3863
RANCHARIA,1,99,EE. JOSÉ GIORGI,-22.2272722,-50.8834943
ADAMANTINA,1,14,EE. PROFESSORA FLEURIDES CAVALLINI MENECHINO,-21.6930535,-51.0701944
PARAPUÃ,1,94,EMEF PROFESSORA ZIZI PEREIRA DE SOUZA,-21.782315,-50.7888623
PARAPUÃ,1,40,EMEF PROFESSORA ZIZI PEREIRA DE SOUZA,-21.782315,-50.7888623
DRACENA,1,59,FACULDADE REGES,-21.5033029,-51.542601
TARUMÃ,1,111,E.M.E.F.E.I. GILBERTO LEX,-22.7525683,-50.5773583
DRACENA,1,42,EMEFI PROF SERGIO LIBERATTI,-21.5937486,-51.5878479
LUCÉLIA,1,36,EMEF.  PROFA SOLEDADE DOMINGUES IGLESIA,-1.0,-1.0
LUCÉLIA,1,21,EMEF PROFA MARIA DO CARMO DE MENEZES MENDONCA,-1.0,-1.0
OSVALDO CRUZ,1,125,EE PROFA MARIA APARECIDA LOPES,-21.7974634,-50.8955461
RANCHARIA,1,75,UEI NORIVAL SCHWARTZ,-22.2359551,-50.8937667
RANCHARIA,1,87,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS,-22.2279013,-50.8937046
ADAMANTINA,1,18,EE. HELEN KELLER,-21.6924798,-51.069082
TUPÃ,1,117,EE. LUIZ DE SOUZA LEÃO,-21.932653,-50.5022959
RANCHARIA,1,34,EM. DONA MILOCA,-22.2309771,-50.8993541
DRACENA,1,74,FACULDADE REGES,-21.5033029,-51.542601
ADAMANTINA,1,102,EMEF. NAVARRO DE ANDRADE,-21.6891015,-51.0798656
OSVALDO CRUZ,1,66,EE DOM BOSCO,-21.7964924,-50.8799394
TARUMÃ,1,132,E.M.E.F.E.I. JOSÉ OSÓRIO DE OLIVEIRA,-22.7481421,-50.5776579
PARAPUÃ,1,36,EE DE PARAPUA,-21.778316,-50.7940589
PARAPUÃ,1,43,EMEF PROFESSORA ZIZI PEREIRA DE SOUZA,-21.782315,-50.7888623
RANCHARIA,1,76,UEI NORIVAL SCHWARTZ,-22.2359551,-50.8937667
OSVALDO CRUZ,1,16,ETEC AMIM JUNDI,-21.7914906,-50.8765847
TUPÃ,1,105,EE. LUIZ DE SOUZA LEÃO,-21.932653,-50.5022959
TUPÃ,1,149,EE. MAESTRO NELSON DE CASTRO,-21.9428371,-50.5225869
TARUMÃ,1,211,E.M.E.F.E.I. GILBERTO LEX,-22.7525683,-50.5773583
DRACENA,1,3,EMEFI JOAO VENDRAMINI,-21.4832305,-51.5344182
DRACENA,1,10,EE ENG ISAC PEREIRA GARCEZ,-21.4844021,-51.5313189
DRACENA,1,40,EMEFI PROFA LUIZA ROSSA RIBEIRO,-21.4872018,-51.5460907
TARUMÃ,1,138,EE. VILA DO LAGO,-22.7519583,-50.5785583
LUCÉLIA,1,61,EMEF PROF CARLOS BUENO,-1.0,-1.0
OSVALDO CRUZ,1,28,COLÉGIO APOLO,-21.7991197,-50.8734154
TUPÃ,1,27,EE. JOAQUIM ABARCA,-21.9249798,-50.5229554
ADAMANTINA,1,84,ETE PROFESSOR EUDÉCIO LUIZ VICENTE,-21.6780524,-51.0694713
DRACENA,1,31,EE PROFA JULIETA GUEDES DE MENDONCA,-21.4935667,-51.5381708
PARAPUÃ,1,33,EE DE PARAPUA,-21.778316,-50.7940589
TUPÃ,1,159,EMEF. GOVERNADOR MÁRIO COVAS,-21.9443228,-50.4919288
TARUMÃ,1,209,E.M.E.F.E.I. JOSÉ OSÓRIO DE OLIVEIRA,-22.7481421,-50.5776579
TUPÃ,1,130,EMEF. PROF. JOÃO GERALDO IORI,-21.9319082,-50.4908439
ADAMANTINA,1,105,FACULDADES  ADAMANTINENSES INTEGRADAS - CAMPUS I,-21.6856842,-51.0798299
DRACENA,1,77,E.E ALFREDO MACHADO,-21.4906607,-51.5537528
TUPÃ,1,23,EE. JOAQUIM ABARCA,-21.9249798,-50.5229554
TUPÃ,1,22,EE. ÍNDIA VANUIRE,-21.9350893,-50.5169581
DRACENA,1,75,COLÉGIO DASK,-21.4898718,-51.5223318
TUPÃ,1,78,EE. JOAQUIM ABARCA,-21.9249798,-50.5229554
ADAMANTINA,1,38,EMEF. NAVARRO DE ANDRADE,-21.6891015,-51.0798656
LUCÉLIA,1,16,EMEF PROFA MARIA DO CARMO DE MENEZES MENDONCA,-1.0,-1.0
CÂNDIDO MOTA,1,28,EPG. AGRUPADA,-22.6979581,-50.2908549
DRACENA,1,17,FADRA,-21.4863311,-51.5280478
DRACENA,1,64,ESCOLA TÉCNICA CEP/UME,-21.4858446,-51.5317264
RANCHARIA,1,44,EM. DONA MILOCA,-22.2309771,-50.8993541
DRACENA,1,20,FADRA,-21.4863311,-51.5280478
RANCHARIA,1,27,EE. DR. BENEDITO MARTINS BARBOSA,-22.2263605,-50.8905838
RANCHARIA,1,52,EE. DR. BENEDITO MARTINS BARBOSA,-22.2263605,-50.8905838
RANCHARIA,1,14,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS,-22.2279013,-50.8937046
ADAMANTINA,1,34,EMEF. PROFESSORA TERUYO KIKUTA,-21.683468,-51.0678073
TUPÃ,1,38,EE. ÍNDIA VANUIRE,-21.9350893,-50.5169581
OSVALDO CRUZ,1,11,ETEC AMIM JUNDI,-21.7914906,-50.8765847
OSVALDO CRUZ,1,71,ETEC AMIM JUNDI,-21.7914906,-50.8765847
